snapped_at,price,market_cap,total_volume
2023-04-20 00:00:00 UTC,0.0002837513244408536,0.0,1294.247852937237
2023-04-21 00:00:00 UTC,0.0002837513244408536,0.0,1294.247852937237
2023-04-22 00:00:00 UTC,0.00034730794792104346,0.0,7198.75553440004
2023-04-23 00:00:00 UTC,0.0002693732614386906,0.0,56883.92595221116
2023-04-24 00:00:00 UTC,0.00021946372240050428,0.0,29491.88843198434
2023-04-25 00:00:00 UTC,0.00015761757506500292,0.0,21826.487185821417
2023-04-26 00:00:00 UTC,0.0003009643655937301,0.0,132673.44528241825
2023-04-27 00:00:00 UTC,0.00033624988361205164,0.0,237750.62674038904
2023-04-28 00:00:00 UTC,0.0002984420051781575,0.0,155987.23436124364
2023-04-29 00:00:00 UTC,0.0002879903379326085,0.0,100026.44692200766
2023-04-30 00:00:00 UTC,0.0002450266361986062,0.0,102610.4695872781
2023-05-01 00:00:00 UTC,0.000220925346503458,0.0,49450.09540377826
2023-05-02 00:00:00 UTC,0.0003168308111354029,0.0,169218.98945487593
2023-05-03 00:00:00 UTC,0.0002885524431133652,0.0,136964.20442316943
2023-05-04 00:00:00 UTC,0.0002830509474225647,0.0,92651.4027609209
2023-05-05 00:00:00 UTC,0.00028760371870149024,0.0,57143.316990961175
2023-05-06 00:00:00 UTC,0.0002620939023722634,0.0,59604.929897490576
2023-05-07 00:00:00 UTC,0.00025146636296564484,0.0,25936.942486211385
2023-05-08 00:00:00 UTC,0.0002407082412073303,0.0,11228.276552639567
2023-05-09 00:00:00 UTC,0.00019492507889841892,0.0,49961.057476596485
2023-05-10 00:00:00 UTC,0.00021370912432654575,0.0,71344.39130198766
2023-05-11 00:00:00 UTC,0.00021886414312605299,0.0,48337.716650299066
2023-05-12 00:00:00 UTC,0.0001943651243688996,0.0,31710.335556738395
2023-05-13 00:00:00 UTC,0.00022531072859476964,0.0,97320.37060544308
2023-05-14 00:00:00 UTC,0.0002139043099952763,0.0,72301.26573430373
2023-05-15 00:00:00 UTC,0.00020861342580270586,0.0,16665.775264311724
2023-05-16 00:00:00 UTC,0.00020953638026845428,0.0,25362.505773413854
2023-05-17 00:00:00 UTC,0.00020573582095438728,0.0,39071.23441289473
2023-05-18 00:00:00 UTC,0.00020357871616163956,0.0,25131.021688836183
2023-05-19 00:00:00 UTC,0.00019997755895772012,0.0,47375.617309991234
2023-05-20 00:00:00 UTC,0.0002018318496962006,0.0,9690.121312577054
2023-05-21 00:00:00 UTC,0.00021079857675049268,0.0,29639.938635449802
2023-05-22 00:00:00 UTC,0.00019933141610414508,0.0,16495.877860402747
2023-05-23 00:00:00 UTC,0.00020973614920828277,0.0,20603.020673840896
2023-05-24 00:00:00 UTC,0.0002097483852546768,0.0,16499.104301826537
2023-05-25 00:00:00 UTC,0.00018034143660416237,0.0,59316.9214018228
2023-05-26 00:00:00 UTC,0.00018003412289491224,0.0,15797.229767167702
2023-05-27 00:00:00 UTC,0.00016130703290247994,0.0,12916.676202655297
2023-05-28 00:00:00 UTC,0.0001671268147335955,0.0,8123.525870029407
2023-05-29 00:00:00 UTC,0.00017378360757165637,0.0,30024.119613417257
2023-05-30 00:00:00 UTC,0.00016504225249947498,0.0,7377.161616908742
2023-05-31 00:00:00 UTC,0.00014805859383865125,0.0,37947.703331614895
2023-06-01 00:00:00 UTC,0.0001317679425879024,0.0,20157.563058949752
2023-06-02 00:00:00 UTC,0.00013184251236209079,0.0,27075.173173791267
2023-06-03 00:00:00 UTC,0.0001318066958103166,0.0,12905.255659834196
2023-06-04 00:00:00 UTC,0.0001318492701050124,0.0,30717.12169027094
2023-06-05 00:00:00 UTC,0.00013112259126830565,0.0,14716.024694591815
2023-06-06 00:00:00 UTC,0.0001272252660577958,0.0,11838.41154944034
2023-06-07 00:00:00 UTC,0.00013188945340655936,0.0,4958.262206626569
2023-06-08 00:00:00 UTC,0.00013177901933259697,0.0,8709.50862546827
2023-06-09 00:00:00 UTC,0.0001317279697880823,0.0,19569.671283212974
2023-06-10 00:00:00 UTC,0.00013182919533841285,0.0,18152.00309431847
2023-06-11 00:00:00 UTC,0.00013179993726065598,0.0,19972.406777843837
2023-06-12 00:00:00 UTC,0.00012986415148200352,0.0,19973.719053063298
2023-06-13 00:00:00 UTC,0.00011316866088337026,0.0,2476.3021065640296
2023-06-14 00:00:00 UTC,0.00013191378666977513,0.0,14851.2164005396
2023-06-15 00:00:00 UTC,0.00011104087012878469,0.0,11558.781652887916
2023-06-16 00:00:00 UTC,0.0001318367686515987,0.0,11973.530112358876
2023-06-17 00:00:00 UTC,0.00013180002352735986,0.0,10215.554749159553
2023-06-18 00:00:00 UTC,0.00013176974640000195,0.0,17244.63530420572
2023-06-19 00:00:00 UTC,0.00013192719002998003,0.0,8519.361496443787
2023-06-20 00:00:00 UTC,0.00013183797242464555,0.0,4975.444691054241
2023-06-21 00:00:00 UTC,0.00013168513812983739,0.0,4856.898840639093
2023-06-22 00:00:00 UTC,0.00013780291864283999,0.0,30715.714098616227
2023-06-23 00:00:00 UTC,0.00014593954929190494,0.0,14728.41269716883
2023-06-24 00:00:00 UTC,0.0001518805397375907,0.0,13858.295959997158
2023-06-25 00:00:00 UTC,0.00015194014031878343,0.0,14923.625195688584
2023-06-26 00:00:00 UTC,0.00015741403402301843,0.0,9756.336221143663
2023-06-27 00:00:00 UTC,0.0001620093151196723,0.0,9447.961611234234
2023-06-28 00:00:00 UTC,0.00016161076318594662,0.0,2563.8877107526723
2023-06-29 00:00:00 UTC,0.00016172410307985975,0.0,15454.82479115824
2023-06-30 00:00:00 UTC,0.00014162650994538505,0.0,10416.567906287168
2023-07-01 00:00:00 UTC,0.00016175954515667667,0.0,11363.356973234151
2023-07-02 00:00:00 UTC,0.0001617100656863593,0.0,6713.494674834909
2023-07-03 00:00:00 UTC,0.00016203892429541195,0.0,7201.25852766244
2023-07-04 00:00:00 UTC,0.00016177243911108234,0.0,11930.434901831153
2023-07-05 00:00:00 UTC,0.00016185822899817624,0.0,21532.886449920075
2023-07-06 00:00:00 UTC,0.00016182449357593295,0.0,12321.360272129645
2023-07-07 00:00:00 UTC,0.000161830859602149,0.0,21322.672471823014
2023-07-08 00:00:00 UTC,0.00016193617339535607,0.0,9212.345903688567
2023-07-09 00:00:00 UTC,0.00015988124617211048,0.0,6756.260239674324
2023-07-10 00:00:00 UTC,0.00015969894803881344,0.0,13464.006558785011
2023-07-11 00:00:00 UTC,0.0001598242362441216,0.0,30415.87036509067
2023-07-12 00:00:00 UTC,0.000159908259237376,0.0,22844.943510507226
2023-07-13 00:00:00 UTC,0.00018327675274604492,0.0,43235.088518430486
2023-07-14 00:00:00 UTC,0.0001514994526413618,0.0,37111.374603645934
2023-07-15 00:00:00 UTC,0.00014572042368720927,0.0,22811.460857265374
2023-07-16 00:00:00 UTC,0.00014200858453704656,0.0,184.50260647388075
2023-07-17 00:00:00 UTC,0.00014432064447345504,0.0,108.23586503927297
2023-07-18 00:00:00 UTC,0.00014262385244411628,0.0,115.51682759515133
2023-07-19 00:00:00 UTC,0.00013853380848769708,0.0,14255.972295176383
2023-07-20 00:00:00 UTC,0.00013312092795701114,0.0,5894.134870059469
2023-07-21 00:00:00 UTC,0.00013181379284009728,0.0,18602.163808307574
2023-07-22 00:00:00 UTC,0.00014182011820078707,0.0,21295.31685348445
2023-07-23 00:00:00 UTC,0.00014260186584439392,0.0,16574.599886828364
2023-07-24 00:00:00 UTC,0.0001497603836332304,0.0,30058.61247720197
2023-07-25 00:00:00 UTC,0.00014456401296776753,0.0,19447.74403168952
2023-07-26 00:00:00 UTC,0.00016079269067538954,0.0,52599.52434565373
2023-07-27 00:00:00 UTC,0.00018544306649174243,0.0,132397.03605450303
2023-07-28 00:00:00 UTC,0.0002259994609037689,0.0,65404.38189835965
2023-07-29 00:00:00 UTC,0.0002758656453087143,0.0,207459.40651564475
2023-07-30 00:00:00 UTC,0.00031904264525941964,0.0,133725.55815698925
2023-07-31 00:00:00 UTC,0.0002849993250535901,0.0,71682.28892034368
2023-08-01 00:00:00 UTC,0.0002643316640626562,0.0,84966.48537778681
2023-08-02 00:00:00 UTC,0.0003819678797222726,0.0,275517.96405795426
2023-08-03 00:00:00 UTC,0.0003584810188648772,0.0,131821.3618677185
2023-08-04 00:00:00 UTC,0.00035370291194418803,0.0,76282.39898952215
2023-08-05 00:00:00 UTC,0.00036555491676038823,0.0,244519.27361354986
2023-08-06 00:00:00 UTC,0.0003761431070882672,0.0,64432.950664568525
2023-08-07 00:00:00 UTC,0.00039989481249654165,0.0,74405.46604480458
2023-08-08 00:00:00 UTC,0.00038132934462266593,0.0,62899.73719511972
2023-08-09 00:00:00 UTC,0.0003574184733390028,0.0,85029.15444931589
2023-08-10 00:00:00 UTC,0.00032365411148137837,0.0,70690.46379715367
2023-08-11 00:00:00 UTC,0.00034875630001873217,0.0,86976.50762200617
2023-08-12 00:00:00 UTC,0.0003520565922553257,0.0,96477.94736347915
2023-08-13 00:00:00 UTC,0.00034519762894602525,0.0,60366.959148927475
2023-08-14 00:00:00 UTC,0.000340169068585017,0.0,18731.91194286191
2023-08-15 00:00:00 UTC,0.00033594558524076447,0.0,53264.45829895761
